VBELN,POSNR,MATNR,KDMAT
0115348077,2590,000000000080739141,80739141
0115348077,2600,000000000080738396,80738396
0115348077,2610,000000000080691427,80691427
0115348077,2620,000000000080739136,80739136
0115348077,2621,000000000080739136,80739136
0115348077,2630,000000000080701106,80701106
0115348077,2640,000000000080691376,80691376
0115348077,2650,000000000080737744,80737744
0115348077,2660,000000000080729429,80729429
0115348077,2670,000000000080722535,80722535
0115348077,2680,000000000080708707,80708707
0115348077,2690,000000000080730543,80730543
0115348077,2691,000000000080730543,80730543
0115348077,2700,000000000080745252,80745252
0115348077,2710,000000000080685118,80685118
0115348077,2711,000000000080685118,80685118
0115348077,2720,000000000080730501,80730501
0115348077,2721,000000000080730501,80730501
0115348077,2730,000000000080739186,80739186
0115348077,2740,000000000080744371,80744371
0115348077,2750,000000000080739191,80739191
0115348077,2760,000000000080720927,80720927
0115348077,2770,000000000080739189,80739189
0115348077,2780,000000000080714630,80714630
0115348077,2781,000000000080714630,80714630
0115348077,2790,000000000080718770,80718770
0115348077,2800,000000000080745250,80745250
0115348077,2810,000000000080742575,80742575
0115348077,2820,000000000080726314,80726314
0115348077,2830,000000000080752132,80752132
0115348077,2840,000000000080714020,80714020
0115348077,2850,000000000080723490,80723490
0115348077,2851,000000000080723490,80723490
0115348077,2860,000000000080742587,80742587
0115348077,2870,000000000080686745,80686745
0115348077,2871,000000000080686745,80686745
0115348077,2880,000000000080736039,80736039
0115348077,2890,000000000080718769,80718769
0115348077,2900,000000000080709920,80709920
0115348077,2901,000000000080709920,80709920
0115348077,2910,000000000080731768,80731768
0115348077,2911,000000000080731768,80731768
0115348077,2920,000000000080742582,80742582
0115348077,2930,000000000080696554,80696554
0115348077,2931,000000000080696554,80696554
0115348077,2940,000000000080736040,80736040
0115348077,2941,000000000080736040,80736040
0115348077,2950,000000000080685110,80685110
0115348077,2951,000000000080685110,80685110
0115348077,2960,000000000080744372,80744372
0115348077,2970,000000000080745251,80745251
0115348077,2980,000000000080700302,80700302
0115348077,2981,000000000080700302,80700302
0115348077,2990,000000000080725751,80725751
0115348077,2991,000000000080725751,80725751
0115348077,3000,000000000080742605,80742605
0115348077,3010,000000000080741799,80741799
0115348077,3020,000000000080730502,80730502
0115348077,3021,000000000080730502,80730502
0115348077,3030,000000000080710890,80710890
0115348077,3040,000000000080686710,80686710
0115348077,3041,000000000080686710,80686710
0115348077,3050,000000000080686756,80686756
0115348077,3051,000000000080686756,80686756
0115348077,3060,000000000080702686,80702686
0115348077,3061,000000000080702686,80702686
0115348077,3070,000000000080739190,80739190
0115348077,3080,000000000080733191,80733191
0115348077,3090,000000000080739188,80739188
0115348077,3100,000000000080723844,80723844
0115348077,3110,000000000080718664,80718664
0115348077,3120,000000000080719982,80719982
0115348077,3130,000000000080742590,80742590
0115348077,3140,000000000080736036,80736036
0115348077,3141,000000000080736036,80736036
0115348077,3150,000000000080686720,80686720
0115348077,3151,000000000080686720,80686720
0115348077,3160,000000000080690336,80690336
0115348077,3161,000000000080690336,80690336
0115348077,3170,000000000080733187,80733187
0115348077,3180,000000000080686751,80686751
0115348077,3181,000000000080686751,80686751
0115348077,3190,000000000080738849,80738849
0115348077,3200,000000000080739183,80739183
0115348077,3210,000000000080709916,80709916
0115348077,3211,000000000080709916,80709916
0115348077,3220,000000000080713447,80713447
0115348077,3230,000000000080747466,80747466
0115348077,3240,000000000082325799,82325799
0115348077,3250,000000000080719200,80719200
0115348077,3260,000000000080714023,80714023
0115348077,3270,000000000080695752,80695752
0115348077,3280,000000000080733052,80733052
0115348077,3290,000000000082323837,82323837
0115348077,3300,000000000080736555,80736555
0115348077,3310,000000000080716269,80716269
0115348077,3320,000000000080736572,80736572
0115348077,3330,000000000080695751,80695751
0115348077,3340,000000000080749346,80749346
0115348077,3350,000000000080721335,80721335
0115348077,3360,000000000080736571,80736571
0115348077,3370,000000000080712397,80712397
0115348077,3380,000000000080714622,80714622
0115348077,3390,000000000080736041,80736041
0115348077,3400,000000000082314808,82314808
0115348077,3401,000000000082314808,82314808
0115348077,3410,000000000080720214,80720214
0115348077,3420,000000000080767803,80767803
0115348077,3430,000000000080767804,80767804
0115348077,3440,000000000080737216,80737216
0115348077,3450,000000000080742400,80742400
0115348077,3460,000000000082293547,82293547
0115348077,3461,000000000082293547,82293547
0115348077,3470,000000000080714240,80714240
0115348077,3471,000000000080714240,80714240
0115348077,3480,000000000080710505,80710505
0115348077,3490,000000000080710500,80710500
0115348077,3500,000000000080717161,80717161
0115348077,3510,000000000080735654,80735654
0115348077,3520,000000000080710506,80710506
0115348078,10,000000000080701283,80701283
0115348082,10,000000000082322614,82322614
0115348082,20,000000000080749488,80749488
0115348082,30,000000000080749195,80749195
0115348082,40,000000000080738843,80738843
0115348082,50,000000000082324239,82324239
0115348082,51,000000000082324239,82324239
0115348082,60,000000000080694111,80694111
0115348082,61,000000000080694111,80694111
0115348082,70,000000000080758002,80758002
0115348082,80,000000000080694114,80694114
0115348082,81,000000000080694114,80694114
0115348082,90,000000000080694119,80694119
0115348082,91,000000000080694119,80694119
0115348082,100,000000000080744720,80744720
0115348082,110,000000000080701426,80701426
0115348082,120,000000000080736222,80736222
0115348082,130,000000000080764877,80764877
0115348082,140,000000000080736221,80736221
0115348082,150,000000000080764878,80764878
0115348082,160,000000000080693850,80693850
0115348082,161,000000000080693850,80693850
0115348082,170,000000000080742170,80742170
0115348082,180,000000000080721969,80721969
0115348082,190,000000000080722024,80722024
0115348082,200,000000000080693825,80693825
0115348082,201,000000000080693825,80693825
0115348082,210,000000000080693828,80693828
0115348082,211,000000000080693828,80693828
0115348082,220,000000000080717298,80717298
0115348082,230,000000000080721962,80721962
0115348082,240,000000000080717297,80717297
0115348082,250,000000000080721965,80721965
0115348082,260,000000000080701428,80701428
0115348082,270,000000000080758006,80758006
0115348082,280,000000000080735218,80735218
0115348082,290,000000000080701322,80701322
0115348082,300,000000000080758005,80758005
0115348082,310,000000000080695538,80695538
0115348082,320,000000000080691371,80691371
0115348082,330,000000000080686769,80686769
0115348082,340,000000000080686833,80686833
0115348082,350,000000000080686778,80686778
0115348082,360,000000000080698888,80698888
0115348082,370,000000000082211171,82211171
0115348082,380,000000000082270897,82270897
0115348082,390,000000000080693709,80693709
0115348082,400,000000000080691372,80691372
0115348082,410,000000000082323411,82323411
0115348082,411,000000000082323411,82323411
0115348082,420,000000000080686848,80686848
0115348082,430,000000000082292589,82292589
0115348082,440,000000000080686860,80686860
0115348082,450,000000000080691394,80691394
0115348082,460,000000000082314506,82314506
0115348082,461,000000000082314506,82314506
0115348082,470,000000000080727623,80727623
0115348082,480,000000000082286893,82286893
0115348082,490,000000000080716675,80716675
0115348082,500,000000000080695907,80695907
0115348082,510,000000000082314647,82314647
0115348082,520,000000000080721165,80721165
0115348082,530,000000000080742348,80742348
0115348082,540,000000000080695885,80695885
0115348082,550,000000000080720525,80720525
0115348082,560,000000000080724545,80724545
0115348082,570,000000000080760348,80760348
0115348082,580,000000000080685835,80685835
0115348082,590,000000000080742346,80742346
0115348082,600,000000000080713458,80713458
0115348082,601,000000000080713458,80713458
0115348082,610,000000000080742349,80742349
0115348082,620,000000000080695901,80695901
0115348082,630,000000000080695899,80695899
0115348082,640,000000000080724543,80724543
0115348082,650,000000000080726911,80726911
0115348082,660,000000000080721164,80721164
0115348082,670,000000000080686219,80686219
0115348082,680,000000000080695892,80695892
0115348082,690,000000000082281872,82281872
0115348082,700,000000000080686225,80686225
0115348082,701,000000000080686225,80686225
0115348082,710,000000000080716987,80716987
0115348082,711,000000000080716987,80716987
0115348082,720,000000000080716677,80716677
0115348082,730,000000000080695890,80695890
0115348082,740,000000000080709661,80709661
0115348082,750,000000000080707105,80707105
0115348082,760,000000000082301706,82301706
0115348082,770,000000000082323421,82323421
0115348082,780,000000000080348867,80348867
0115348082,790,000000000080687180,80687180
0115348082,800,000000000082316790,82316790
0115348082,810,000000000080745953,80745953
0115348082,820,000000000080751780,80751780
0115348082,830,000000000080725125,80725125
0115348082,840,000000000080719968,80719968
0115348082,850,000000000080764880,80764880
0115348082,860,000000000080713977,80713977
0115348082,870,000000000080745954,80745954
0115348082,880,000000000080713975,80713975
0115348082,890,000000000080751313,80751313
0115348082,900,000000000080751770,80751770
0115348082,910,000000000082325565,82325565
0115348082,911,000000000082325565,82325565
0115348082,920,000000000080740760,80740760
0115348082,930,000000000080713970,80713970
0115348082,940,000000000080752894,80752894
0115348082,950,000000000080725127,80725127
0115348082,960,000000000080745948,80745948
0115348082,970,000000000080745944,80745944
0115348082,980,000000000080752306,80752306
0115348082,990,000000000080737736,80737736
0115348082,1000,000000000080742026,80742026
0115348082,1010,000000000082325519,82325519
0115348082,1011,000000000082325519,82325519
0115348082,1020,000000000080741546,80741546
0115348082,1030,000000000080751768,80751768
0115348082,1040,000000000082325521,82325521
0115348082,1041,000000000082325521,82325521
0115348082,1050,000000000080745853,80745853
0115348082,1060,000000000082325518,82325518
0115348082,1061,000000000082325518,82325518
0115348082,1070,000000000080741548,80741548
0115348082,1080,000000000080751773,80751773
0115348082,1090,000000000080741547,80741547
0115348082,1100,000000000080745943,80745943
0115348082,1110,000000000080713972,80713972
0115348082,1120,000000000080725122,80725122
0115348082,1130,000000000080713976,80713976
0115348082,1140,000000000082325533,82325533
0115348082,1141,000000000082325533,82325533
0115348082,1150,000000000080751765,80751765
0115348082,1160,000000000080713973,80713973
0115348082,1170,000000000080751315,80751315
0115348082,1180,000000000080725121,80725121
0115348082,1190,000000000080742024,80742024
0115348082,1200,000000000080741553,80741553
0115348082,1210,000000000080721760,80721760
0115348082,1220,000000000080691668,80691668
0115348082,1230,000000000080711924,80711924
0115348082,1240,000000000080745950,80745950
0115348082,1250,000000000080740618,80740618
0115348082,1260,000000000080745949,80745949
0115348082,1270,000000000080737957,80737957
0115348082,1280,000000000082326949,82326949
0115348082,1290,000000000080747117,80747117
0115348082,1300,000000000080741455,80741455
0115348082,1310,000000000082326936,82326936
0115348082,1311,000000000082326936,82326936
0115348082,1320,000000000080749204,80749204
0115348082,1330,000000000080741461,80741461
0115348082,1340,000000000080715459,80715459
0115348082,1350,000000000082326904,82326904
0115348082,1351,000000000082326904,82326904
0115348082,1360,000000000080741463,80741463
0115348082,1370,000000000082326891,82326891
0115348082,1380,000000000082326899,82326899
0115348082,1381,000000000082326899,82326899
0115348082,1390,000000000080741454,80741454
0115348082,1400,000000000080727511,80727511
0115348082,1401,000000000080727511,80727511
0115348082,1410,000000000080741469,80741469
0115348082,1420,000000000080736978,80736978
0115348082,1430,000000000080741458,80741458
0115348082,1440,000000000080698830,80698830
0115348082,1441,000000000080698830,80698830
0115348082,1450,000000000080741470,80741470
0115348082,1460,000000000080736983,80736983
0115348082,1461,000000000080736983,80736983
0115348082,1470,000000000080736985,80736985
0115348082,1471,000000000080736985,80736985
0115348082,1480,000000000080700014,80700014
0115348082,1490,000000000080692124,80692124
0115348082,1491,000000000080692124,80692124
0115348082,1500,000000000080764874,80764874
0115348082,1510,000000000082300206,82300206
0115348082,1511,000000000082300206,82300206
0115348082,1520,000000000080710877,80710877
0115348082,1530,000000000080738394,80738394
0115348082,1540,000000000080739137,80739137
0115348082,1541,000000000080739137,80739137
0115348082,1550,000000000080764876,80764876
0115348082,1560,000000000080718081,80718081
0115348082,1570,000000000080738857,80738857
0115348082,1580,000000000080701112,80701112
0115348082,1590,000000000080739138,80739138
0115348082,1591,000000000080739138,80739138
0115348082,1600,000000000080691421,80691421
0115348082,1610,000000000080738611,80738611
0115348082,1620,000000000080691402,80691402
0115348082,1630,000000000080740685,80740685
0115348082,1640,000000000080731168,80731168
0115348082,1650,000000000080738396,80738396
0115348082,1660,000000000080691427,80691427
0115348082,1670,000000000080739136,80739136
0115348082,1671,000000000080739136,80739136
0115348082,1680,000000000080739141,80739141
0115348082,1690,000000000080738610,80738610
0115348082,1700,000000000080708708,80708708
0115348082,1710,000000000082309317,82309317
0115348082,1711,000000000082309317,82309317
0115348082,1720,000000000080708707,80708707
0115348082,1730,000000000080704604,80704604
0115348082,1740,000000000080694650,80694650
0115348082,1750,000000000080710509,80710509
0115348082,1760,000000000080735655,80735655
0115348082,1770,000000000080710505,80710505
0115348083,10,000000000082322614,82322614
0115348083,20,000000000080734504,80734504
0115348083,30,000000000080750106,80750106
0115348083,40,000000000080717831,80717831
0115348083,50,000000000080750608,80750608
0115348083,60,000000000080760304,80760304
0115348083,70,000000000080696694,80696694
0115348083,80,000000000080758658,80758658
0115348083,90,000000000080760303,80760303
0115348083,100,000000000080760869,80760869
0115348083,101,000000000080760869,80760869
0115348083,110,000000000080746225,80746225
0115348083,120,000000000080759869,80759869
0115348083,130,000000000082323024,82323024
0115348083,140,000000000080696689,80696689
0115348083,141,000000000080696689,80696689
0115348083,150,000000000080758657,80758657
0115348083,160,000000000080750105,80750105
0115348083,170,000000000080684509,80684509
0115348083,180,000000000080760305,80760305
0115348083,190,000000000080721023,80721023
0115348083,200,000000000080696695,80696695
0115348083,210,000000000080758656,80758656
0115348083,220,000000000080750988,80750988
0115348083,230,000000000080750989,80750989
0115348083,240,000000000080717833,80717833
0115348083,250,000000000080750104,80750104
0115348083,260,000000000080717832,80717832
0115348083,270,000000000080750107,80750107
0115348083,280,000000000080720907,80720907
0115348083,290,000000000080696697,80696697
0115348083,300,000000000080682870,80682870
0115348083,310,000000000082297613,82297613
0115348083,320,000000000082311861,82311861
0115348083,330,000000000080683083,80683083
0115348083,340,000000000080691629,80691629
0115348083,350,000000000082259569,82259569
0115348083,360,000000000080691642,80691642
0115348083,370,000000000080710691,80710691
0115348083,380,000000000080733053,80733053
0115348083,390,000000000080691666,80691666
0115348083,400,000000000080738248,80738248
0115348083,410,000000000080691635,80691635
0115348083,420,000000000080703233,80703233
0115348083,430,000000000082321996,82321996
0115348083,431,000000000082321996,82321996
0115348083,440,000000000080682294,80682294
0115348083,450,000000000080729432,80729432
0115348083,451,000000000080729432,80729432
0115348083,460,000000000080749195,80749195
0115348083,470,000000000080755665,80755665
0115348083,480,000000000080721969,80721969
0115348083,490,000000000080693850,80693850
0115348083,491,000000000080693850,80693850
0115348083,500,000000000080742170,80742170
0115348083,510,000000000080693825,80693825
0115348083,511,000000000080693825,80693825
0115348083,520,000000000080722024,80722024
0115348083,530,000000000080736221,80736221
0115348083,540,000000000080703935,80703935
0115348083,550,000000000080694111,80694111
0115348083,551,000000000080694111,80694111
0115348083,560,000000000080694114,80694114
0115348083,561,000000000080694114,80694114
0115348083,570,000000000080752097,80752097
0115348083,580,000000000080694119,80694119
0115348083,581,000000000080694119,80694119
0115348083,590,000000000080738843,80738843
0115348083,600,000000000080764877,80764877
0115348083,610,000000000080701426,80701426
0115348083,620,000000000080693827,80693827
0115348083,621,000000000080693827,80693827
0115348083,630,000000000080721962,80721962
0115348083,640,000000000080721965,80721965
0115348083,650,000000000080717297,80717297
0115348083,660,000000000080721995,80721995
0115348083,670,000000000080758002,80758002
0115348083,680,000000000080758006,80758006
0115348083,690,000000000080729745,80729745
0115348083,691,000000000080729745,80729745
0115348083,700,000000000080735218,80735218
0115348083,710,000000000080742171,80742171
0115348083,720,000000000080758005,80758005
0115348083,730,000000000080701428,80701428
0115348083,740,000000000080701283,80701283
0115348083,750,000000000080701282,80701282
0115348083,760,000000000080701322,80701322
0115348083,770,000000000080707802,80707802
0115348083,771,000000000080707802,80707802
0115348083,780,000000000080698858,80698858
0115348083,790,000000000080684709,80684709
0115348083,800,000000000082276748,82276748
0115348083,810,000000000080685511,80685511
0115348083,820,000000000080684552,80684552
0115348083,821,000000000080684552,80684552
0115348083,830,000000000080741008,80741008
0115348083,840,000000000080686080,80686080
0115348083,850,000000000082182401,82182401
0115348083,860,000000000080707798,80707798
0115348083,861,000000000080707798,80707798
0115348083,870,000000000080710407,80710407
0115348083,871,000000000080710407,80710407
0115348083,880,000000000080728859,80728859
0115348083,890,000000000080728861,80728861
0115348083,900,000000000080742093,80742093
0115348083,910,000000000080684719,80684719
0115348083,920,000000000080728863,80728863
0115348083,930,000000000080685127,80685127
0115348083,940,000000000082317850,82317850
0115348083,941,000000000082317850,82317850
0115348083,950,000000000082289667,82289667
0115348083,951,000000000082289667,82289667
0115348083,960,000000000080738400,80738400
0115348083,970,000000000080686067,80686067
0115348083,971,000000000080686067,80686067
0115348083,980,000000000080710410,80710410
0115348083,990,000000000080739400,80739400
0115348083,1000,000000000080684720,80684720
0115348083,1010,000000000080684725,80684725
0115348083,1020,000000000080707793,80707793
0115348083,1021,000000000080707793,80707793
0115348083,1030,000000000080698212,80698212
0115348083,1040,000000000080684723,80684723
0115348083,1050,000000000082289665,82289665
0115348083,1051,000000000082289665,82289665
0115348083,1060,000000000082276751,82276751
0115348083,1070,000000000080686065,80686065
0115348083,1071,000000000080686065,80686065
0115348083,1080,000000000080710404,80710404
0115348083,1081,000000000080710404,80710404
0115348083,1090,000000000080692155,80692155
0115348083,1100,000000000080745227,80745227
0115348083,1110,000000000080707796,80707796
0115348083,1111,000000000080707796,80707796
0115348083,1120,000000000080728860,80728860
0115348083,1130,000000000080710399,80710399
0115348083,1131,000000000080710399,80710399
0115348083,1140,000000000082327228,82327228
0115348083,1150,000000000080707800,80707800
0115348083,1151,000000000080707800,80707800
0115348083,1160,000000000080707897,80707897
0115348083,1170,000000000080684728,80684728
0115348083,1180,000000000082170045,82170045
0115348083,1190,000000000080710405,80710405
0115348083,1191,000000000080710405,80710405
0115348083,1200,000000000080707799,80707799
0115348083,1201,000000000080707799,80707799
0115348083,1210,000000000082317941,82317941
0115348083,1220,000000000080710400,80710400
0115348083,1221,000000000080710400,80710400
0115348083,1230,000000000082279476,82279476
0115348083,1240,000000000080685128,80685128
0115348083,1250,000000000080728864,80728864
0115348083,1260,000000000080710409,80710409
0115348083,1270,000000000082313835,82313835
0115348083,1271,000000000082313835,82313835
0115348083,1280,000000000080684730,80684730
0115348083,1290,000000000080686778,80686778
0115348083,1300,000000000080686770,80686770
0115348083,1310,000000000080693709,80693709
0115348083,1320,000000000082296277,82296277
0115348083,1330,000000000080688290,80688290
0115348083,1340,000000000080686832,80686832
0115348083,1350,000000000082305681,82305681
0115348083,1360,000000000082211171,82211171
0115348083,1370,000000000080727623,80727623
0115348083,1380,000000000082316794,82316794
0115348083,1390,000000000080695899,80695899
0115348083,1400,000000000080695892,80695892
0115348083,1410,000000000080713458,80713458
0115348083,1411,000000000080713458,80713458
0115348083,1420,000000000080716987,80716987
0115348083,1421,000000000080716987,80716987
0115348083,1430,000000000080742349,80742349
0115348083,1440,000000000080695907,80695907
0115348083,1450,000000000082314647,82314647
0115348083,1460,000000000082286893,82286893
0115348083,1470,000000000080716677,80716677
0115348083,1480,000000000082281872,82281872
0115348083,1490,000000000080721164,80721164
0115348083,1500,000000000080695901,80695901
0115348083,1510,000000000080709661,80709661
0115348083,1520,000000000080716676,80716676
0115348083,1530,000000000080726911,80726911
0115348083,1540,000000000080742348,80742348
0115348083,1550,000000000080760348,80760348
0115348083,1560,000000000080742346,80742346
0115348083,1570,000000000082321622,82321622
0115348083,1580,000000000082301706,82301706
0115348083,1590,000000000082323421,82323421
0115348083,1600,000000000082316790,82316790
0115348083,1610,000000000082301693,82301693
0115348083,1620,000000000082325522,82325522
0115348083,1621,000000000082325522,82325522
0115348083,1630,000000000080745946,80745946
0115348083,1640,000000000080725127,80725127
0115348083,1650,000000000080764880,80764880
0115348083,1660,000000000080745948,80745948
0115348083,1670,000000000080740760,80740760
0115348083,1680,000000000080752306,80752306
0115348083,1690,000000000082325519,82325519
0115348083,1691,000000000082325519,82325519
0115348083,1700,000000000082325518,82325518
0115348083,1701,000000000082325518,82325518
0115348083,1710,000000000082325521,82325521
0115348083,1711,000000000082325521,82325521
0115348083,1720,000000000080751773,80751773
0115348083,1730,000000000080741546,80741546
0115348083,1740,000000000080741548,80741548
0115348083,1750,000000000080745953,80745953
0115348083,1760,000000000080751780,80751780
0115348083,1770,000000000080752894,80752894
0115348083,1780,000000000080751313,80751313
0115348083,1790,000000000080725125,80725125
0115348083,1800,000000000080711924,80711924
0115348083,1810,000000000080752310,80752310
0115348083,1820,000000000080713970,80713970
0115348083,1830,000000000080737737,80737737
0115348083,1840,000000000082325565,82325565
0115348083,1841,000000000082325565,82325565
0115348083,1850,000000000080719968,80719968
0115348083,1860,000000000080751770,80751770
0115348083,1870,000000000080745943,80745943
0115348083,1880,000000000080713973,80713973
0115348083,1890,000000000080751768,80751768
0115348083,1900,000000000080725121,80725121
0115348083,1910,000000000080751315,80751315
0115348083,1920,000000000080742024,80742024
0115348083,1930,000000000080725122,80725122
0115348083,1940,000000000080713978,80713978
0115348083,1950,000000000080691668,80691668
0115348083,1960,000000000080745950,80745950
0115348083,1970,000000000080745949,80745949
0115348083,1980,000000000080740618,80740618
0115348083,1990,000000000080741459,80741459
0115348083,2000,000000000080737957,80737957
0115348083,2010,000000000082326904,82326904
0115348083,2011,000000000082326904,82326904
0115348083,2020,000000000082326891,82326891
0115348083,2030,000000000080741463,80741463
0115348083,2040,000000000080741454,80741454
0115348083,2050,000000000080749204,80749204
0115348083,2060,000000000082326936,82326936
0115348083,2061,000000000082326936,82326936
0115348083,2070,000000000080741455,80741455
0115348083,2080,000000000080741460,80741460
0115348083,2090,000000000080715459,80715459
0115348083,2100,000000000082326949,82326949
0115348083,2110,000000000080741470,80741470
0115348083,2120,000000000080736978,80736978
0115348083,2130,000000000080741471,80741471
0115348083,2140,000000000080736985,80736985
0115348083,2141,000000000080736985,80736985
0115348083,2150,000000000082326893,82326893
0115348083,2160,000000000080727511,80727511
0115348083,2161,000000000080727511,80727511
0115348083,2170,000000000080702896,80702896
0115348083,2180,000000000080718081,80718081
0115348083,2190,000000000080708707,80708707
0115348083,2200,000000000080739137,80739137
0115348083,2201,000000000080739137,80739137
0115348083,2210,000000000080739138,80739138
0115348083,2211,000000000080739138,80739138
0115348083,2220,000000000080739139,80739139
0115348083,2221,000000000080739139,80739139
0115348083,2230,000000000080738611,80738611
0115348083,2240,000000000080740685,80740685
0115348083,2250,000000000080691427,80691427
0115348083,2260,000000000080739136,80739136
0115348083,2261,000000000080739136,80739136
0115348083,2270,000000000080738610,80738610
0115348083,2280,000000000080691388,80691388
0115348083,2290,000000000080727388,80727388
0115348083,2291,000000000080727388,80727388
0115348083,2300,000000000080708708,80708708
0115348083,2310,000000000080701112,80701112
0115348083,2320,000000000080691421,80691421
0115348083,2330,000000000080738857,80738857
0115348083,2340,000000000082300206,82300206
0115348083,2341,000000000082300206,82300206
0115348083,2350,000000000080691376,80691376
0115348083,2360,000000000080739141,80739141
0115348083,2370,000000000082309317,82309317
0115348083,2371,000000000082309317,82309317
0115348083,2380,000000000080764876,80764876
0115348083,2390,000000000080731168,80731168
0115348083,2400,000000000080739186,80739186
0115348083,2410,000000000080702397,80702397
0115348083,2411,000000000080702397,80702397
0115348083,2420,000000000080731768,80731768
0115348083,2421,000000000080731768,80731768
0115348083,2430,000000000080727298,80727298
0115348083,2440,000000000080686745,80686745
0115348083,2441,000000000080686745,80686745
0115348083,2450,000000000080742582,80742582
0115348083,2460,000000000080696554,80696554
0115348083,2461,000000000080696554,80696554
0115348083,2470,000000000080736040,80736040
0115348083,2471,000000000080736040,80736040
0115348083,2480,000000000080742575,80742575
0115348083,2490,000000000080752128,80752128
0115348083,2500,000000000080745250,80745250
0115348083,2510,000000000080742587,80742587
0115348083,2520,000000000080739189,80739189
0115348083,2530,000000000080720927,80720927
0115348083,2540,000000000080685110,80685110
0115348083,2541,000000000080685110,80685110
0115348083,2550,000000000080686711,80686711
0115348083,2551,000000000080686711,80686711
0115348083,2560,000000000080719200,80719200
0115348083,2570,000000000080745251,80745251
0115348083,2580,000000000080725751,80725751
0115348083,2581,000000000080725751,80725751
0115348083,2590,000000000080730543,80730543
0115348083,2591,000000000080730543,80730543
0115348083,2600,000000000080742607,80742607
0115348083,2601,000000000080742607,80742607
0115348083,2610,000000000080747466,80747466
0115348083,2620,000000000080686700,80686700
0115348083,2621,000000000080686700,80686700
0115348083,2630,000000000080718664,80718664
0115348083,2640,000000000080719982,80719982
0115348083,2650,000000000080725782,80725782
0115348083,2660,000000000080733187,80733187
0115348083,2670,000000000080733191,80733191
0115348083,2680,000000000080742584,80742584
0115348083,2690,000000000080690336,80690336
0115348083,2691,000000000080690336,80690336
0115348083,2700,000000000080744372,80744372
0115348083,2710,000000000082276554,82276554
0115348083,2720,000000000080702686,80702686
0115348083,2721,000000000080702686,80702686
0115348083,2730,000000000080745605,80745605
0115348083,2740,000000000080713447,80713447
0115348083,2750,000000000080709916,80709916
0115348083,2751,000000000080709916,80709916
0115348083,2760,000000000080739187,80739187
0115348083,2770,000000000080730505,80730505
0115348083,2771,000000000080730505,80730505
0115348083,2780,000000000080714954,80714954
0115348083,2790,000000000080730501,80730501
0115348083,2791,000000000080730501,80730501
0115348083,2800,000000000080742605,80742605
0115348083,2810,000000000080741799,80741799
0115348083,2820,000000000080718769,80718769
0115348083,2830,000000000080739185,80739185
0115348083,2840,000000000080714024,80714024
0115348083,2850,000000000080685118,80685118
0115348083,2851,000000000080685118,80685118
0115348083,2860,000000000080739188,80739188
0115348083,2870,000000000080745252,80745252
0115348083,2880,000000000080721515,80721515
0115348083,2881,000000000080721515,80721515
0115348083,2890,000000000080700302,80700302
0115348083,2891,000000000080700302,80700302
0115348083,2900,000000000080686756,80686756
0115348083,2901,000000000080686756,80686756
0115348083,2910,000000000082322606,82322606
0115348083,2911,000000000082322606,82322606
0115348083,2920,000000000080739190,80739190
0115348083,2930,000000000080718662,80718662
0115348083,2940,000000000080686751,80686751
0115348083,2941,000000000080686751,80686751
0115348083,2950,000000000080713443,80713443
0115348083,2960,000000000080714020,80714020
0115348083,2970,000000000080723490,80723490
0115348083,2971,000000000080723490,80723490
0115348083,2980,000000000080702067,80702067
0115348083,2981,000000000080702067,80702067
0115348083,2990,000000000080722871,80722871
0115348083,3000,000000000080744371,80744371
0115348083,3010,000000000080736574,80736574
0115348083,3020,000000000080736571,80736571
0115348083,3030,000000000080695757,80695757
0115348083,3040,000000000082323837,82323837
0115348083,3050,000000000080697004,80697004
0115348083,3051,000000000080697004,80697004
0115348083,3060,000000000080695742,80695742
0115348083,3070,000000000080736572,80736572
0115348083,3080,000000000080733052,80733052
0115348083,3090,000000000080749346,80749346
0115348083,3100,000000000080712397,80712397
0115348083,3110,000000000080695751,80695751
0115348083,3120,000000000080720213,80720213
0115348083,3130,000000000080767804,80767804
0115348083,3140,000000000080720214,80720214
0115348083,3150,000000000080714240,80714240
0115348083,3151,000000000080714240,80714240
0115348083,3160,000000000080696664,80696664
0115348083,3170,000000000080725496,80725496
0115348083,3180,000000000080737216,80737216
0115348083,3190,000000000080714622,80714622
0115348083,3200,000000000082314808,82314808
0115348083,3201,000000000082314808,82314808
0115348083,3210,000000000080736041,80736041
0115348083,3220,000000000080767803,80767803
0115348083,3230,000000000080710508,80710508
0115348083,3240,000000000080710505,80710505
0115348095,10,000000000080691629,80691629
0115348095,20,000000000080691635,80691635
0115348095,30,000000000082321845,82321845
0115348095,40,000000000080728881,80728881
0115348095,50,000000000082321828,82321828
0115348095,60,000000000080738248,80738248
0115348095,70,000000000080733187,80733187
0115348095,80,000000000080695752,80695752
0115348095,90,000000000080726270,80726270
0115348095,91,000000000080726270,80726270
0115348095,100,000000000080736572,80736572
0115348095,110,000000000080726514,80726514
0115348095,111,000000000080726514,80726514
0115348095,120,000000000080733052,80733052
0115348095,130,000000000080725845,80725845
0115348095,140,000000000080733051,80733051
0115348095,141,000000000080733051,80733051
0115348095,150,000000000080736571,80736571
0115348096,10,000000000080704501,80704501
0115348096,20,000000000080689520,80689520
0115348096,21,000000000080689520,80689520
0115348096,30,000000000080710693,80710693
0115348096,40,000000000080762230,80762230
